City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
268,Nizhniy Tsasuchey,RU,2021-06-06 04:52:57,50.5167,115.1333,84.13,18,0,12.82
269,Richards Bay,ZA,2021-06-06 04:51:43,-28.783,32.0377,60.91,84,99,2.48
270,Vagur,FO,2021-06-06 04:52:57,61.4732,-6.8119,47.98,93,66,14.36
271,Bengkulu,ID,2021-06-06 04:49:16,-3.8004,102.2655,83.97,68,13,5.35
272,Mastung,PK,2021-06-06 04:52:58,29.7994,66.845,83.88,29,0,2.48
273,Kamenka,RU,2021-06-06 04:52:58,51.3223,42.7678,57.06,92,100,9.13
274,Fare,PF,2021-06-06 04:52:58,-16.7,-151.0167,80.87,74,5,9.42
275,Bassila,BJ,2021-06-06 04:52:58,9.0081,1.6654,71.11,94,49,2.39
276,Laguna,US,2021-06-06 04:52:59,38.421,-121.4238,82.9,39,1,8.08
277,Maniwaki,CA,2021-06-06 04:52:59,46.3834,-75.966,61.34,94,71,2.57
278,Tambopata,PE,2021-06-06 04:52:59,-12.7333,-69.1833,75.13,79,100,0.04
279,Beisfjord,NO,2021-06-06 04:53:00,68.3751,17.5988,56.05,56,31,2.1
280,Parfenyevo,RU,2021-06-06 04:53:00,58.484,43.4088,66.51,58,11,3.65
281,Honiara,SB,2021-06-06 04:49:55,-9.4333,159.95,82.67,79,93,1.79
282,Mandalgovi,MN,2021-06-06 04:53:01,45.7625,106.2708,80.01,24,10,8.37
283,Kirovskiy,RU,2021-06-06 04:53:01,45.0917,133.5136,62.29,80,98,6.42
284,Konigs Wusterhausen,DE,2021-06-06 04:53:01,52.3014,13.633,66.25,83,0,5.55
285,Pacific Grove,US,2021-06-06 04:50:21,36.6177,-121.9166,58.86,84,90,3.0
286,Verkhnevilyuysk,RU,2021-06-06 04:53:02,63.4453,120.3167,57.79,47,98,7.36
287,Acapulco,MX,2021-06-06 04:53:02,16.8634,-99.8901,82.17,77,76,3.89
288,Katunayaka,LK,2021-06-06 04:53:02,7.1643,79.8757,86.0,79,40,6.91
289,Kurilsk,RU,2021-06-06 04:53:03,45.2333,147.8833,56.95,66,4,1.39
290,Hobyo,SO,2021-06-06 04:53:03,5.3505,48.5268,80.67,74,37,20.62
291,Odesskoye,RU,2021-06-06 04:53:03,54.2111,72.9651,68.61,41,6,7.81
292,Poum,NC,2021-06-06 04:53:04,-20.2333,164.0167,73.8,63,100,21.72
